BW      SF  PS   SNR  BER        RSSI          ToA  U1    U2    U3  L      
250000  12  10   -10  0.000002  -124.0206002  0.3309572  0.33  0.15  0.51  1
250000  12  10   0    0.000002  -114.0206002  0.3309572  0.21  0.50  0.29  1
250000  12  30   -40  0.466672  -154.0206002  0.3964932  0.09  0.47  0.44  2
250000  12  30   -30  0.419442  -144.0206002  0.3964932  0.17  0.32  0.50  2
250000  12  30   -20  0.000002  -134.0206002  0.3964932  0.70  0.09  0.21  0
250000  12  30   -10  0.000002  -124.0206002  0.3964932  0.47  0.23  0.31  1
250000  12  30   0    0.000002  -114.0206002  0.3964932  0.30  0.44  0.25  1
250000  12  50   -40  0.520002  -154.0206002  0.3964932  0.04  0.31  0.65  2
250000  12  50   -30  0.428332  -144.0206002  0.3964932  0.37  0.36  0.27  2
250000  12  50   -20  0.000002  -134.0206002  0.3964932  0.34  0.37  0.29  0
250000  12  50   -10  0.000002  -124.0206002  0.3964932  0.38  0.31  0.31  1
250000  12  50   0    0.000002  -114.0206002  0.3964932  0.26  0.23  0.51  1
250000  12  70   -40  0.528572  -154.0206002  0.4620292  0.22  0.41  0.38  2
250000  12  70   -30  0.441672  -144.0206002  0.4620292  0.45  0.42  0.12  2
250000  12  70   -20  0.144052  -134.0206002  0.4620292  0.62  0.28  0.10  0
250000  12  70   -10  0.000002  -124.0206002  0.4620292  0.35  0.37  0.28  1
250000  12  70   0    0.000002  -114.0206002  0.4620292  0.50  0.20  0.30  1
250000  12  90   -40  0.533332  -154.0206002  0.4620292  0.31  0.15  0.54  2
250000  12  90   -30  0.407412  -144.0206002  0.4620292  0.55  0.37  0.08  2
250000  12  90   -20  0.000002  -134.0206002  0.4620292  0.31  0.28  0.40  0
250000  12  90   -10  0.000002  -124.0206002  0.4620292  0.42  0.37  0.21  1
250000  12  90   0    0.000002  -114.0206002  0.4620292  0.39  0.25  0.36  1
250000  12  110  -40  0.511362  -154.0206002  0.5275652  0.39  0.23  0.38  2
250000  12  110  -30  0.421212  -144.0206002  0.5275652  0.22  0.24  0.54  2
250000  12  110  -20  0.090152  -134.0206002  0.5275652  0.23  0.35  0.42  0
250000  12  110  -10  0.000002  -124.0206002  0.5275652  0.52  0.27  0.21  1
250000  12  110  0    0.000002  -114.0206002  0.5275652  0.42  0.03  0.54  1
500000  7   10   -40  0.600002  -151.0103002  0.0061952  0.53  0.17  0.30  2
500000  7   10   -30  0.414292  -141.0103002  0.0061952  0.22  0.39  0.39  2
500000  7   10   -20  0.428572  -131.0103002  0.0061952  0.23  0.73  0.03  2
500000  7   10   -10  0.000002  -121.0103002  0.0061952  0.22  0.63  0.15  1
500000  7   10   0    0.000002  -111.0103002  0.0061952  0.13  0.41  0.46  1
500000  7   30   -40  0.528572  -151.0103002  0.0072192  0.22  0.69  0.09  2
500000  7   30   -30  0.571432  -141.0103002  0.0072192  0.39  0.32  0.29  2
500000  7   30   -20  0.519052  -131.0103002  0.0072192  0.29  0.45  0.26  2
500000  7   30   -10  0.023812  -121.0103002  0.0072192  0.07  0.63  0.30  1
500000  7   30   0    0.000002  -111.0103002  0.0072192  0.22  0.46  0.32  1
500000  7   50   -40  0.462862  -151.0103002  0.0082432  0.44  0.25  0.31  2
500000  7   50   -30  0.517142  -141.0103002  0.0082432  0.23  0.42  0.35  2
500000  7   50   -20  0.502862  -131.0103002  0.0082432  0.24  0.41  0.34  2
500000  7   50   -10  0.025712  -121.0103002  0.0082432  0.24  0.46  0.30  1
500000  7   50   0    0.000002  -111.0103002  0.0082432  0.31  0.36  0.33  1
500000  7   70   -40  0.459182  -151.0103002  0.0092672  0.44  0.31  0.25  2
500000  7   70   -30  0.475512  -141.0103002  0.0092672  0.47  0.51  0.02  2
500000  7   70   -20  0.463272  -131.0103002  0.0092672  0.07  0.34  0.59  2
500000  7   70   -10  0.018372  -121.0103002  0.0092672  0.24  0.30  0.46  1
500000  7   70   0    0.000002  -111.0103002  0.0092672  0.17  0.45  0.38  1
500000  7   90   -40  0.511112  -151.0103002  0.0102912  0.45  0.52  0.02  2
500000  7   90   -30  0.538102  -141.0103002  0.0102912  0.50  0.08  0.42  2
500000  7   90   -20  0.431752  -131.0103002  0.0102912  0.03  0.49  0.48  2
500000  7   90   -10  0.019052  -121.0103002  0.0102912  0.42  0.16  0.42  1
500000  7   90   0    0.000002  -111.0103002  0.0102912  0.02  0.77  0.21  1
500000  7   110  -40  0.489612  -151.0103002  0.0113152  0.56  0.25  0.20  2
500000  7   110  -30  0.480522  -141.0103002  0.0113152  0.32  0.51  0.17  2
500000  7   110  -20  0.480522  -131.0103002  0.0113152  0.05  0.34  0.61  2
500000  7   110  -10  0.016882  -121.0103002  0.0113152  0.18  0.06  0.76  1
500000  7   110  0    0.000002  -111.0103002  0.0113152  0.34  0.32  0.34  1
500000  8   10   -40  0.487502  -151.0103002  0.0123902  0.16  0.42  0.41  2
500000  8   10   -30  0.512502  -141.0103002  0.0123902  0.33  0.63  0.04  2
500000  8   10   -20  0.512502  -131.0103002  0.0123902  0.31  0.26  0.43  2
500000  8   10   -10  0.000002  -121.0103002  0.0123902  0.56  0.04  0.40  1
500000  8   10   0    0.000002  -111.0103002  0.0123902  0.39  0.04  0.57  1
500000  8   30   -40  0.554172  -151.0103002  0.0144382  0.16  0.56  0.29  2
500000  8   30   -30  0.558332  -141.0103002  0.0144382  0.18  0.79  0.04  2
500000  8   30   -20  0.391672  -131.0103002  0.0144382  0.51  0.31  0.18  2
500000  8   30   -10  0.000002  -121.0103002  0.0144382  0.01  0.46  0.53  1
500000  8   30   0    0.000002  -111.0103002  0.0144382  0.46  0.37  0.17  1
500000  8   50   -40  0.532502  -151.0103002  0.0144382  0.15  0.28  0.57  2
500000  8   50   -30  0.460002  -141.0103002  0.0144382  0.44  0.23  0.34  2
500000  8   50   -20  0.457502  -131.0103002  0.0144382  0.24  0.00  0.76  2
500000  8   50   -10  0.000002  -121.0103002  0.0144382  0.06  0.52  0.42  1
500000  8   50   0    0.000002  -111.0103002  0.0144382  0.56  0.25  0.20  1
500000  8   70   -40  0.489292  -151.0103002  0.0164862  0.45  0.22  0.33  2
500000  8   70   -30  0.492862  -141.0103002  0.0164862  0.11  0.41  0.48  2
500000  8   70   -20  0.416072  -131.0103002  0.0164862  0.32  0.18  0.50  2
500000  8   70   -10  0.000002  -121.0103002  0.0164862  0.22  0.67  0.11  1
500000  8   70   0    0.000002  -111.0103002  0.0164862  0.53  0.35  0.12  1
500000  8   90   -40  0.509722  -151.0103002  0.0185342  0.56  0.40  0.04  2
500000  8   90   -30  0.516672  -141.0103002  0.0185342  0.41  0.48  0.11  2
500000  8   90   -20  0.437502  -131.0103002  0.0185342  0.43  0.27  0.31  2
500000  8   90   -10  0.000002  -121.0103002  0.0185342  0.14  0.42  0.43  1
500000  8   90   0    0.000002  -111.0103002  0.0185342  0.38  0.39  0.23  1
500000  8   110  -40  0.500002  -151.0103002  0.0205822  0.11  0.42  0.46  2
500000  8   110  -30  0.518182  -141.0103002  0.0205822  0.02  0.54  0.44  2
500000  8   110  -20  0.426142  -131.0103002  0.0205822  0.18  0.40  0.42  2
500000  8   110  -10  0.000002  -121.0103002  0.0205822  0.01  0.83  0.16  1
500000  8   110  0    0.000002  -111.0103002  0.0205822  0.19  0.31  0.50  1
500000  9   10   -40  0.577782  -151.0103002  0.0247812  0.40  0.39  0.21  2
500000  9   10   -30  0.522222  -141.0103002  0.0247812  0.31  0.09  0.60  2
500000  9   10   -20  0.311112  -131.0103002  0.0247812  0.49  0.02  0.49  2
500000  9   10   -10  0.000002  -121.0103002  0.0247812  0.02  0.52  0.45  1
500000  9   10   0    0.000002  -111.0103002  0.0247812  0.13  0.30  0.57  1
500000  9   30   -40  0.470372  -151.0103002  0.0247812  0.36  0.04  0.61  2
500000  9   30   -30  0.500002  -141.0103002  0.0247812  0.56  0.13  0.31  2
500000  9   30   -20  0.240742  -131.0103002  0.0247812  0.38  0.14  0.49  1
500000  9   30   -10  0.000002  -121.0103002  0.0247812  0.44  0.11  0.45  1
500000  9   30   0    0.000002  -111.0103002  0.0247812  0.44  0.09  0.47  1
500000  9   50   -40  0.477782  -151.0103002  0.0288772  0.29  0.37  0.33  2
500000  9   50   -30  0.484442  -141.0103002  0.0288772  0.30  0.48  0.21  2
500000  9   50   -20  0.331112  -131.0103002  0.0288772  0.22  0.34  0.44  2
500000  9   50   -10  0.000002  -121.0103002  0.0288772  0.11  0.09  0.80  1
500000  9   50   0    0.000002  -111.0103002  0.0288772  0.23  0.66  0.11  1
500000  9   70   -40  0.530162  -151.0103002  0.0329732  0.05  0.37  0.58  2
500000  9   70   -30  0.479372  -141.0103002  0.0329732  0.26  0.35  0.39  2
500000  9   70   -20  0.312702  -131.0103002  0.0329732  0.22  0.39  0.39  2
500000  9   70   -10  0.000002  -121.0103002  0.0329732  0.25  0.65  0.10  1
500000  9   70   0    0.000002  -111.0103002  0.0329732  0.22  0.26  0.52  1
500000  9   90   -40  0.493832  -151.0103002  0.0329732  0.10  0.28  0.62  2
500000  9   90   -30  0.477782  -141.0103002  0.0329732  0.27  0.09  0.64  2
500000  9   90   -20  0.311112  -131.0103002  0.0329732  0.25  0.54  0.20  2
500000  9   90   -10  0.000002  -121.0103002  0.0329732  0.33  0.35  0.33  1
500000  9   90   0    0.000002  -111.0103002  0.0329732  0.03  0.67  0.30  1
500000  9   110  -40  0.482832  -151.0103002  0.0370692  0.19  0.38  0.43  2
500000  9   110  -30  0.492932  -141.0103002  0.0370692  0.11  0.34  0.55  2
500000  9   110  -20  0.370712  -131.0103002  0.0370692  0.48  0.17  0.34  2
500000  9   110  -10  0.000002  -121.0103002  0.0370692  0.12  0.50  0.37  1
500000  9   110  0    0.000002  -111.0103002  0.0370692  0.14  0.80  0.06  1
500000  10  10   -40  0.510002  -151.0103002  0.0413702  0.31  0.14  0.56  2
500000  10  10   -30  0.500002  -141.0103002  0.0413702  0.29  0.06  0.65  2
500000  10  10   -20  0.120002  -131.0103002  0.0413702  0.33  0.46  0.21  1
500000  10  10   -10  0.000002  -121.0103002  0.0413702  0.54  0.28  0.18  1
500000  10  10   0    0.000002  -111.0103002  0.0413702  0.29  0.33  0.38  1
500000  10  30   -40  0.476672  -151.0103002  0.0495622  0.76  0.23  0.01  2
500000  10  30   -30  0.463332  -141.0103002  0.0495622  0.35  0.39  0.26  2
500000  10  30   -20  0.073332  -131.0103002  0.0495622  0.05  0.55  0.40  1
500000  10  30   -10  0.000002  -121.0103002  0.0495622  0.17  0.33  0.50  1
500000  10  30   0    0.000002  -111.0103002  0.0495622  0.37  0.27  0.36  1
500000  10  50   -40  0.496002  -151.0103002  0.0577542  0.45  0.49  0.05  2
500000  10  50   -30  0.492002  -141.0103002  0.0577542  0.25  0.37  0.38  2
500000  10  50   -20  0.136002  -131.0103002  0.0577542  0.80  0.03  0.17  1
500000  10  50   -10  0.000002  -121.0103002  0.0577542  0.38  0.19  0.43  1
500000  10  50   0    0.000002  -111.0103002  0.0577542  0.34  0.20  0.47  1
500000  10  70   -40  0.538572  -151.0103002  0.0577542  0.44  0.19  0.37  2
500000  10  70   -30  0.491432  -141.0103002  0.0577542  0.40  0.35  0.25  2
500000  10  70   -20  0.102862  -131.0103002  0.0577542  0.46  0.45  0.09  1
500000  10  70   -10  0.000002  -121.0103002  0.0577542  0.41  0.29  0.30  1
500000  10  70   0    0.000002  -111.0103002  0.0577542  0.60  0.09  0.31  1
500000  10  90   -40  0.497782  -151.0103002  0.0659462  0.15  0.55  0.30  2
500000  10  90   -30  0.501112  -141.0103002  0.0659462  0.27  0.09  0.63  2
500000  10  90   -20  0.135562  -131.0103002  0.0659462  0.68  0.19  0.13  1
500000  10  90   -10  0.000002  -121.0103002  0.0659462  0.10  0.51  0.39  1
500000  10  90   0    0.000002  -111.0103002  0.0659462  0.26  0.35  0.38  1
500000  10  110  -40  0.513642  -151.0103002  0.0741382  0.47  0.51  0.02  2
500000  10  110  -30  0.484552  -141.0103002  0.0741382  0.21  0.39  0.40  2
500000  10  110  -20  0.105452  -131.0103002  0.0741382  0.53  0.27  0.20  1
500000  10  110  -10  0.000002  -121.0103002  0.0741382  0.38  0.48  0.14  1
500000  10  110  0    0.000002  -111.0103002  0.0741382  0.63  0.14  0.23  1
500000  11  10   -40  0.481822  -151.0103002  0.0827392  0.36  0.26  0.38  2
500000  11  10   -30  0.490912  -141.0103002  0.0827392  0.42  0.20  0.38  2
500000  11  10   -20  0.000002  -131.0103002  0.0827392  0.41  0.25  0.34  1
500000  11  10   -10  0.000002  -121.0103002  0.0827392  0.27  0.47  0.25  1
500000  11  10   0    0.000002  -111.0103002  0.0827392  0.18  0.23  0.59  1
500000  11  30   -40  0.530302  -151.0103002  0.0991232  0.62  0.13  0.25  2
500000  11  30   -30  0.442422  -141.0103002  0.0991232  0.33  0.25  0.42  2
500000  11  30   -20  0.000002  -131.0103002  0.0991232  0.30  0.40  0.30  1
500000  11  30   -10  0.000002  -121.0103002  0.0991232  0.25  0.65  0.10  1
500000  11  30   0    0.000002  -111.0103002  0.0991232  0.19  0.57  0.25  1
500000  11  50   -40  0.509092  -151.0103002  0.0991232  0.40  0.08  0.52  2
500000  11  50   -30  0.423642  -141.0103002  0.0991232  0.30  0.16  0.54  2
500000  11  50   -20  0.000002  -131.0103002  0.0991232  0.40  0.02  0.58  1
500000  11  50   -10  0.000002  -121.0103002  0.0991232  0.15  0.45  0.40  1
500000  11  50   0    0.000002  -111.0103002  0.0991232  0.36  0.16  0.48  1
500000  11  70   -40  0.503902  -151.0103002  0.1155072  0.26  0.41  0.33  2
500000  11  70   -30  0.477922  -141.0103002  0.1155072  0.34  0.31  0.35  2
500000  11  70   -20  0.016882  -131.0103002  0.1155072  0.66  0.27  0.08  1
500000  11  70   -10  0.000002  -121.0103002  0.1155072  0.17  0.45  0.38  1
500000  11  70   0    0.000002  -111.0103002  0.1155072  0.16  0.27  0.58  1
500000  11  90   -40  0.496972  -151.0103002  0.1318912  0.28  0.06  0.66  2
500000  11  90   -30  0.474752  -141.0103002  0.1318912  0.25  0.01  0.74  2
500000  11  90   -20  0.012122  -131.0103002  0.1318912  0.43  0.27  0.30  1
500000  11  90   -10  0.000002  -121.0103002  0.1318912  0.32  0.59  0.09  1
500000  11  90   0    0.000002  -111.0103002  0.1318912  0.18  0.71  0.11  1
500000  11  110  -40  0.511572  -151.0103002  0.1318912  0.29  0.36  0.35  2
500000  11  110  -30  0.454552  -141.0103002  0.1318912  0.23  0.29  0.48  2
500000  11  110  -20  0.020662  -131.0103002  0.1318912  0.31  0.06  0.63  1
500000  11  110  -10  0.000002  -121.0103002  0.1318912  0.15  0.55  0.31  1
500000  11  110  0    0.000002  -111.0103002  0.1318912  0.30  0.44  0.25  1
500000  12  10   -40  0.475002  -151.0103002  0.1654782  0.18  0.41  0.41  2
500000  12  10   -30  0.291672  -141.0103002  0.1654782  0.25  0.44  0.31  2
500000  12  10   -20  0.000002  -131.0103002  0.1654782  0.05  0.53  0.42  1
500000  12  10   -10  0.000002  -121.0103002  0.1654782  0.58  0.38  0.04  1
500000  12  10   0    0.000002  -111.0103002  0.1654782  0.72  0.00  0.28  1
500000  12  30   -40  0.452782  -151.0103002  0.1982462  0.58  0.39  0.03  2
500000  12  30   -30  0.469442  -141.0103002  0.1982462  0.37  0.11  0.52  2
500000  12  30   -20  0.000002  -131.0103002  0.1982462  0.46  0.42  0.12  1
500000  12  30   -10  0.000002  -121.0103002  0.1982462  0.31  0.21  0.48  1
500000  12  30   0    0.000002  -111.0103002  0.1982462  0.18  0.17  0.65  1
500000  12  50   -40  0.521672  -151.0103002  0.1982462  0.53  0.35  0.13  2
500000  12  50   -30  0.393332  -141.0103002  0.1982462  0.48  0.32  0.20  2
500000  12  50   -20  0.121672  -131.0103002  0.1982462  0.46  0.49  0.05  1
500000  12  50   -10  0.000002  -121.0103002  0.1982462  0.43  0.29  0.28  1
500000  12  50   0    0.000002  -111.0103002  0.1982462  0.06  0.50  0.45  1
500000  12  70   -40  0.503572  -151.0103002  0.2310142  0.06  0.34  0.60  2
500000  12  70   -30  0.429762  -141.0103002  0.2310142  0.64  0.11  0.25  2
500000  12  70   -20  0.000002  -131.0103002  0.2310142  0.18  0.81  0.02  1
500000  12  70   -10  0.000002  -121.0103002  0.2310142  0.29  0.50  0.21  1
500000  12  70   0    0.000002  -111.0103002  0.2310142  0.36  0.08  0.56  1
500000  12  90   -40  0.516672  -151.0103002  0.2310142  0.38  0.32  0.30  2
500000  12  90   -30  0.339812  -141.0103002  0.2310142  0.37  0.35  0.28  2
500000  12  90   -20  0.126852  -131.0103002  0.2310142  0.44  0.01  0.55  1
500000  12  90   -10  0.000002  -121.0103002  0.2310142  0.28  0.48  0.25  1
500000  12  90   0    0.000002  -111.0103002  0.2310142  0.54  0.27  0.19  1
500000  12  110  -40  0.483332  -151.0103002  0.2637822  0.21  0.66  0.12  2
500000  12  110  -30  0.413642  -141.0103002  0.2637822  0.14  0.46  0.40  2
500000  12  110  -20  0.014392  -131.0103002  0.2637822  0.49  0.43  0.08  1
500000  12  110  -10  0.029552  -121.0103002  0.2637822  0.09  0.87  0.03  1
500000  12  110  0    0.000002  -111.0103002  0.2637822  0.12  0.36  0.52  
